"","year","race_new","ca_20_to_24_race_total","ca_20_to_24_pop","ca_20_to_24_share"
"115",2012,"White",986185,2909112,0.338998636009889
"116",2013,"Hispanic/Latino",1324998,2920000,0.453766438356164
"117",2013,"American Indian",16924,2920000,0.0057958904109589
"118",2013,"Asian/Pacific Islander",399515,2920000,0.136820205479452
"119",2013,"African American",208999,2920000,0.071575
"120",2013,"White",969564,2920000,0.332042465753425
"121",2014,"Hispanic/Latino",1347072,2916144,0.461936036080523
"122",2014,"American Indian",17031,2916144,0.00584024657218574
"123",2014,"Asian/Pacific Islander",395063,2916144,0.135474448449734
"124",2014,"African American",208790,2916144,0.0715979732139428
"125",2014,"White",948188,2916144,0.325151295683615
"126",2015,"Hispanic/Latino",1346794,2871459,0.469027766024171
"127",2015,"American Indian",16737,2871459,0.00582874420285994
"128",2015,"Asian/Pacific Islander",390521,2871459,0.136000897104921
"129",2015,"African American",204116,2871459,0.0710844208466846
"130",2015,"White",913291,2871459,0.318058171821363
"131",2016,"Hispanic/Latino",1334094,2805542,0.475520951031922
"132",2016,"American Indian",16213,2805542,0.00577891901101463
"133",2016,"Asian/Pacific Islander",383017,2805542,0.136521570520064
"134",2016,"African American",196996,2805542,0.0702167353046221
"135",2016,"White",875222,2805542,0.311961824132378
"136",2017,"Hispanic/Latino",1317000,2751001,0.47873483143045
"137",2017,"American Indian",15644,2751001,0.00568665732945935
"138",2017,"Asian/Pacific Islander",380130,2751001,0.138178793828137
"139",2017,"African American",191434,2751001,0.0695870339560037
"140",2017,"White",846793,2751001,0.307812683455949
"141",2018,"Hispanic/Latino",1299725,2699951,0.481388365937011
"142",2018,"American Indian",15113,2699951,0.00559750899182985
"143",2018,"Asian/Pacific Islander",376263,2699951,0.139359195777997
"144",2018,"African American",186350,2699951,0.0690197710995496
"145",2018,"White",822500,2699951,0.304635158193612
"146",2019,"Hispanic/Latino",1283092,2647279,0.484683329562166
"147",2019,"American Indian",14583,2647279,0.00550867513397719
"148",2019,"Asian/Pacific Islander",371912,2647279,0.140488403375693
"149",2019,"African American",180293,2647279,0.0681050240643317
"150",2019,"White",797399,2647279,0.301214567863833
